pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9
3855,3599,4111,2831,2063,2532,3087,2319,5007
3855,3599,4111,2831,2063,2575,3087,2319,5007
3855,3599,4111,2831,2063,2532,3087,2319,5007
3855,3599,4111,2831,2063,2511,3087,2319,4921
3855,3599,4111,2831,2063,2511,3087,2319,4879
3855,3599,4111,2831,2063,2447,3087,2319,4879
3855,3599,4111,2831,2063,2447,3087,2319,4879
3855,3599,4111,2809,2063,2447,3087,2319,4879
3855,3535,4111,2724,2020,2447,3087,2319,4879
3855,3513,4089,2703,1999,2447,3087,2297,4879
3855,3492,4004,2703,1999,2447,3001,2255,4623
3855,3471,3983,2575,1935,2447,2980,2255,4623
3855,3471,3983,2575,1935,2319,2959,2255,4623
3855,3471,3983,2575,1935,2319,2959,2255,4623
3855,3471,3983,2575,1935,2319,2959,2191,4623
3855,3471,3855,2575,1935,2319,2959,2191,4623
3855,3471,3855,2575,1935,2319,2959,2191,4623
3855,3471,3855,2575,1935,2319,2959,2191,4623
3812,3428,3855,2575,1935,2319,2959,2191,4623
3791,3343,3855,2575,1935,2319,2959,2191,4623
3641,3343,3855,2575,1935,2319,2831,2191,4623
3599,3343,3855,2575,1935,2319,2831,2191,4623
3599,3343,3855,2575,1935,2319,2831,2191,4623
3599,3343,3855,2575,1935,2319,2831,2191,4623
3599,3343,3855,2575,1935,2319,2831,2191,4623
3599,3343,3855,2575,1935,2319,2831,2105,4623
3599,3343,3833,2575,1913,2319,2831,2063,4623
3599,3343,3769,2575,1871,2319,2831,2063,4623
3599,3343,3599,2575,1849,2319,2831,2063,4623
3599,3343,3599,2575,1807,2319,2831,2063,4537
3599,3343,3599,2575,1807,2319,2831,2063,4495
3599,3343,3599,2575,1807,2297,2831,2063,4495
3599,3300,3599,2575,1807,2297,2831,2063,4495
3599,3087,3599,2575,1807,2255,2831,2063,4495
3599,3087,3599,2575,1807,2255,2831,2063,4495
3599,3087,3599,2511,1807,2255,2831,2063,4495
3599,3087,3599,2511,1807,2255,2831,2063,4367
3599,3087,3599,2511,1807,2255,2831,2063,4367
3556,3087,3599,2511,1807,2191,2831,2063,4367
3513,3087,3599,2447,1807,2191,2831,2063,4367
3492,3087,3599,2447,1807,2191,2767,2063,4367
3492,3087,3599,2447,1807,2191,2767,2063,4367
3471,3087,3599,2447,1807,2191,2767,2063,4367
3471,3087,3577,2447,1807,2191,2703,2063,4367
3471,3087,3535,2447,1807,2191,2703,2063,4367
3471,3087,3492,2447,1807,2191,2703,2063,4367
3471,3087,3471,2447,1807,2191,2703,2063,4367
3471,3087,3471,2447,1807,2191,2703,2063,4367
3428,3087,3471,2447,1807,2191,2617,2063,4367
3385,3087,3471,2447,1807,2191,2575,2063,4367
3343,3087,3471,2447,1807,2191,2575,2063,4367
3343,3087,3471,2447,1807,2191,2575,2063,4367
3343,3087,3471,2361,1807,2191,2575,2063,4367
3343,3087,3471,2361,1807,2191,2575,2063,4367
3343,3087,3343,2319,1807,2148,2575,2063,4367
3343,3087,3343,2319,1807,2063,2575,2063,4367
3343,3087,3343,2319,1807,2063,2575,2063,4367
3343,3065,3343,2319,1807,2063,2575,2063,4367
3343,3023,3343,2319,1807,2063,2575,2063,4367
3343,3023,3343,2319,1807,2063,2575,2063,4281
3343,2959,3343,2319,1807,2063,2575,2063,4281
3343,2959,3343,2319,1807,2063,2575,2063,4196
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3343,2959,3343,2319,1807,2063,2575,2063,4111
3321,2959,3343,2319,1807,2063,2575,2063,4111
3300,2959,3343,2319,1785,2063,2575,2063,4111
3321,2959,3343,2319,1785,2063,2575,2063,4111
3172,2916,3343,2319,1807,2063,2575,2063,4111
3151,2831,3343,2319,1743,2063,2575,2063,4111
3087,2831,3343,2319,1743,2063,2575,2063,4111
3087,2831,3343,2319,1764,2063,2575,2063,4111
3087,2831,3343,2319,1743,2063,2575,2063,4111
3087,2831,3343,2319,1743,2063,2575,2063,4111
3087,2831,3300,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1721,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2063,4111
3087,2831,3087,2319,1743,2063,2575,2041,4111
3087,2831,3087,2319,1743,2063,2575,2041,4111
3087,2831,3087,2276,1721,2063,2575,2041,4111
3087,2831,3087,2319,1700,2063,2575,1977,4111
3087,2831,3087,2297,1700,2063,2575,2020,4111
3087,2831,3087,2276,1679,2063,2575,1999,4111
3087,2831,3087,2255,1679,2063,2575,1977,4111
3087,2831,3087,2255,1679,2063,2575,2041,4111
3087,2831,3087,2255,1679,2063,2575,1977,4111
3087,2831,3087,2255,1700,2063,2575,1999,4111
3087,2831,3087,2255,1679,2063,2575,1977,4111
3087,2831,3087,2255,1679,2063,2575,1999,4111
3087,2831,3087,2255,1679,2063,2575,1999,4111
