pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9
335,512,847,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,715,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,496,900,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,499,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,499,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,717,847,1039
335,512,896,911,1039,1295,719,847,1039
613,655,900,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,497,901,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,847,911,1028,1231,715,783,1029
335,497,847,911,975,1231,704,783,1028
335,496,847,903,975,1167,704,783,975
335,496,847,903,975,1231,708,783,975
335,497,847,909,975,1231,708,783,1028
335,512,847,911,975,1231,714,783,1035
335,512,847,911,1029,1231,717,783,1039
335,512,847,911,1029,1285,717,847,1039
335,499,847,911,1031,1295,715,847,1039
335,512,896,911,1035,1295,719,847,1039
335,512,896,911,1039,1291,719,847,1039
335,513,896,911,1035,1291,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,903,911,1039,1295,719,847,1039
335,512,896,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,903,911,1039,1295,719,847,1039
335,512,900,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
591,655,903,911,1039,1295,719,847,1039
335,512,903,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,884,1039
335,512,907,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,517,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,513,911,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,513,901,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,514,911,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,516,906,911,1039,1295,719,847,1039
335,514,911,911,1039,1295,719,847,1039
335,512,911,911,1039,1295,719,847,1039
335,512,907,911,1039,1295,719,847,1039
335,513,911,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,512,911,911,1039,1295,719,847,1039
335,516,911,911,1039,1295,719,847,1039
335,517,907,911,1039,1295,719,847,1039
335,517,903,911,1039,1295,719,847,1039
335,514,911,911,1039,1295,719,847,1039
335,516,911,911,1039,1295,719,847,1039
335,514,903,911,1039,1295,719,847,1039
335,516,907,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,512,901,911,1039,1295,719,847,1039
335,517,907,911,1039,1295,719,847,1039
335,517,911,911,1039,1295,719,847,1039
335,517,911,911,1039,1295,719,847,1039
335,517,911,911,1039,1295,719,847,1039
335,516,911,911,1039,1295,719,847,1039
335,517,903,911,1039,1295,719,847,1039
335,515,909,911,1039,1295,719,847,1039
335,513,907,911,1039,1295,719,847,1039
335,516,907,911,1039,1295,719,847,1039
591,517,907,911,1039,1295,719,847,1039
335,515,907,911,1039,1295,719,847,1039
335,517,907,911,1039,1295,719,847,1039
