pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9
591,591,591,591,591,613,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,613,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,613,591,591
591,591,613,591,591,591,613,591,591
591,591,591,591,591,591,591,591,591
591,591,591,613,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,614
591,613,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,591,613,591,591,591,591
591,591,591,591,591,591,591,591,591
591,591,591,613,591,591,591,591,591
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
65535,65535,65535,65535,65535,65535,65535,65535,65535
