pixel1,pixel2,pixel3,pixel4,pixel5
3471,3983,5391,4367,4623,5647,6159,6415,7183,17935,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1807,1679,2063,2319,2255,3855,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6159,7183,18447,65535,65535,65535,65535,65535,65535,65535,65535,2063,1935,2191,1935,1807,2063,2319,2319,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6159,7183,17935,65535,65535,65535,65535,65535,65535,65535,65535,2191,1935,2319,2063,1807,2191,2447,2447,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6415,7183,18447,65535,65535,65535,65535,65535,65535,65535,65535,2255,2063,2319,2063,1807,2191,2511,2447,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6415,7183,18447,65535,65535,65535,65535,65535,65535,65535,65535,2319,2063,2319,2063,1807,2255,2511,2447,4367,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6415,7183,17935,65535,65535,65535,65535,65535,65535,65535,65535,2319,2063,2319,2063,1807,2255,2575,2447,4367,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6415,7439,17935,65535,65535,65535,65535,65535,65535,65535,65535,2319,2063,2319,2063,1807,2255,2511,2447,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5647,6159,6415,7439,18447,65535,65535,65535,65535,65535,65535,65535,65535,2319,2063,2319,2063,1807,2191,2447,2447,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,3983,5391,4367,4623,5903,6159,6415,7567,17935,65535,65535,65535,65535,65535,65535,65535,65535,2319,2063,2319,2063,1807,2191,2447,2319,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5391,4367,4879,5903,6159,6415,7567,18447,65535,65535,65535,65535,65535,65535,65535,65535,2255,2063,2319,1935,1807,2063,2319,2319,4111,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5391,4367,4623,5903,6159,6415,7695,17935,65535,65535,65535,65535,65535,65535,65535,65535,2255,1999,2319,1935,1807,2063,2319,2255,3983,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5391,4367,4879,5903,6159,6415,7695,17935,65535,65535,65535,65535,65535,65535,65535,65535,2191,1935,2255,1935,1743,2063,2319,2191,3855,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,5903,6159,6415,7695,18447,65535,65535,65535,65535,65535,65535,65535,65535,2191,1935,2191,1807,1679,2063,2191,2063,3855,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,5903,6159,6543,7695,18447,65535,65535,65535,65535,65535,65535,65535,65535,2063,1935,2063,1807,1679,1935,2063,2063,3791,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,5903,6159,6543,7695,17935,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1807,1551,1935,2063,2063,3599,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,5903,6159,6671,7695,18447,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1743,1551,1935,2063,2063,3599,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,5903,6159,6671,7695,18447,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1679,1551,1807,2063,1935,3599,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4495,4879,5903,6159,6671,7695,17935,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1679,1551,1807,2063,1935,3471,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
3471,4111,5519,4367,4879,6031,6159,6671,7695,18447,65535,65535,65535,65535,65535,65535,65535,65535,2063,1807,2063,1679,1551,1807,1935,1935,3471,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
